指标名称,指标ID,,,,,,,,,,,,,,,,,
中债地方政府债到期收益率(AAA):7年,M1004304,,,,,,,,,,,,,,,,,
中债地方政府债到期收益率(AAA):8年,M1004305,,,,,,,,,,,,,,,,,
中债地方政府债到期收益率(AAA):9年,M1004680,,,,,,,,,,,,,,,,,
中债地方政府债到期收益率(AAA):10年,M1004306,,,,,,,,,,,,,,,,,
中债地方政府债到期收益率(AAA):15年,M1004307,,,,,,,,,,,,,,,,,
中债地方政府债到期收益率(AAA):20年,M1004308,,,,,,,,,,,,,,,,,
中债地方政府债到期收益率(AAA):30年,M1004309,,,,,,,,,,,,,,,,,
中债国开债到期收益率:0年,M1004258,,,,,,,,,,,,,,,,,
中债国开债到期收益率:1个月,M1004687,,,,,,,,,,,,,,,,,
中债国开债到期收益率:2个月,M1004259,,,,,,,,,,,,,,,,,
中债国开债到期收益率:3个月,M1004260,,,,,,,,,,,,,,,,,
中债国开债到期收益率:6个月,M1004261,,,,,,,,,,,,,,,,,
中债国开债到期收益率:9个月,M1004262,,,,,,,,,,,,,,,,,
中债国开债到期收益率:1年,M1004263,,,,,,,,,,,,,,,,,
中债国开债到期收益率:2年,M1004264,,,,,,,,,,,,,,,,,
中债国开债到期收益率:3年,M1004265,,,,,,,,,,,,,,,,,
中债国开债到期收益率:4年,M1004266,,,,,,,,,,,,,,,,,
中债国开债到期收益率:5年,M1004267,,,,,,,,,,,,,,,,,
中债国开债到期收益率:6年,M1004268,,,,,,,,,,,,,,,,,
中债国开债到期收益率:7年,M1004269,,,,,,,,,,,,,,,,,
中债国开债到期收益率:8年,M1004270,,,,,,,,,,,,,,,,,
中债国开债到期收益率:9年,M1004688,,,,,,,,,,,,,,,,,
中债国开债到期收益率:10年,M1004271,,,,,,,,,,,,,,,,,
中债国开债到期收益率:15年,M1004272,,,,,,,,,,,,,,,,,
中债国开债到期收益率:20年,M1004273,,,,,,,,,,,,,,,,,
中债国开债到期收益率:30年,M1004274,,,,,,,,,,,,,,,,,
中债国开债到期收益率:50年,M1004275,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:0年,M1004138,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:1个月,M1004685,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:3个月,S0059830,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:6个月,S0059831,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:9个月,S0059832,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:1年,S0059833,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:2年,S0059834,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:3年,S0059835,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:4年,M0057952,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:5年,S0059836,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:6年,M0057953,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:7年,S0059837,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:8年,M1000191,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:9年,M1004686,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:10年,S0059838,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:15年,S0059839,,,,,,,,,,,,,,,,,
中债进出口行债到期收益率:20年,S0059840,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:0年,M1007661,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:1个月,M1007662,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:3个月,M1007663,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:6个月,M1007664,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:9个月,M1007665,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:1年,M1007666,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:2年,M1007667,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:3年,M1007668,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:4年,M1007669,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:5年,M1007670,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:6年,M1007671,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:7年,M1007672,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:8年,M1007673,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:9年,M1007674,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:10年,M1007675,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:15年,M1007676,,,,,,,,,,,,,,,,,
中债农发行债到期收益率:20年,M1007677,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):0年,M1004164,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):7天,M1000510,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):14天,M1000511,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):1个月,M1000512,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):2个月,M1000513,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):3个月,M0067155,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):6个月,M0067156,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):9个月,M0067157,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):1年,M0067158,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):2年,M0067159,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):3年,M0067160,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):4年,M0067161,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):5年,M0067162,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):6年,M0067163,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):7年,M0067164,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):8年,M0067165,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):9年,M1006924,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):10年,M0067166,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):15年,M1006925,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):20年,M1006926,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA+):30年,M1006927,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):0年,M1004165,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):7天,M1000525,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):14天,M1000526,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):1个月,M1000527,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):2个月,M1000528,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):3个月,S0059733,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):6个月,S0059734,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):9个月,S0059735,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):1年,S0059736,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):2年,S0059737,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):3年,S0059738,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):4年,M0057994,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):5年,S0059739,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):6年,M0057996,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):7年,S0059740,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):8年,S0167429,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):9年,M1006928,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):10年,S0167430,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA):15年,M1006929,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):0年,M1004166,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):7天,M1000540,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):14天,M1000541,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):1个月,M1000542,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):2个月,M1000543,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):3个月,S0059882,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):6个月,S0059883,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):9个月,S0059884,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):1年,S0059885,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):2年,S0059886,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):3年,S0059887,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):4年,M0057995,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):5年,S0059888,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):6年,M1006930,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):7年,S0167431,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):8年,M1006931,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):9年,M1006932,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):10年,M1004358,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AAA-):15年,M1006933,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):0年,M1004167,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):7天,M1000552,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):14天,M1000553,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):1个月,M1000554,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):2个月,M1000555,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):3个月,S0059719,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):6个月,S0059720,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):9个月,S0059721,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):1年,S0059722,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):2年,S0059723,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):3年,S0059724,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):4年,M0057993,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):5年,S0059725,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):6年,M1006934,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):7年,S0167432,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):8年,M1006935,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):9年,M1006936,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):10年,M1004359,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA+):15年,M1006937,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):0年,M1004168,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):7天,M1000564,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):14天,M1000565,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):1个月,M1000566,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):2个月,M1000567,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):7年,M1004133,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):3个月,S0059712,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):6个月,S0059713,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):9个月,S0059714,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):1年,S0059715,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):2年,S0059716,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):3年,S0059717,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):4年,M0057991,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):5年,S0059718,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):6年,M1006938,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):8年,M1006939,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):9年,M1006940,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA):10年,M1004360,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):0年,M1004169,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):7天,M1000576,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):14天,M1000577,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):1个月,M1000578,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):2个月,M1000579,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):3个月,S0059726,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):6个月,S0059727,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):9个月,S0059728,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):1年,S0059729,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):2年,S0059730,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):3年,S0059731,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):4年,M0057992,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(AA-):5年,S0059732,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):0年,M1004170,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):7天,M1000588,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):14天,M1000589,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):1个月,M1000590,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):2个月,M1000591,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):3个月,S0059698,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):6个月,S0059699,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):9个月,S0059700,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):1年,S0059701,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):2年,S0059702,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):3年,S0059703,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):4年,M0057990,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A+):5年,S0059704,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):0年,M1004171,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):7天,M1000600,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):14天,M1000601,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):1个月,M1000602,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):2个月,M1000603,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):3个月,S0059691,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):6个月,S0059692,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):9个月,S0059693,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):1年,S0059694,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):2年,S0059695,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):3年,S0059696,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):4年,M0057988,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A):5年,S0059697,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):0年,M1004172,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):7天,M1000612,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):14天,M1000613,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):1个月,M1000614,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):2个月,M1000615,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):3个月,S0059705,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):6个月,S0059706,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):9个月,S0059707,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):1年,S0059708,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):2年,S0059709,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):3年,S0059710,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):4年,M0057989,,,,,,,,,,,,,,,,,
中债中短期票据到期收益率(A-):5年,S0059711,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):0年,M1004153,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):1个月,M1006941,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):3个月,M1004552,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):6个月,S0059770,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):9个月,M1006942,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):1年,S0059771,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):2年,S0059772,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):3年,S0059773,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):4年,M0057986,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):5年,S0059774,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):6年,M0057987,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):7年,S0059775,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):8年,M1000375,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):9年,M1006943,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):10年,S0059776,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):15年,S0059777,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):20年,S0059778,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA):30年,S0059779,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):0年,M1005085,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):1个月,M1006944,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):3个月,M1005086,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):6个月,M1005087,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):9个月,M1006945,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):1年,M1005088,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):2年,M1005089,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):3年,M1005090,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):4年,M1005091,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):5年,M1005092,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):6年,M1005093,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):7年,M1005094,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):8年,M1005095,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):9年,M1006946,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):10年,M1005096,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):15年,M1005097,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):20年,M1005098,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AAA-):30年,M1005099,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):0年,M1004155,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):1个月,M1006947,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):3个月,M1004554,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):6个月,S0059842,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):9个月,M1006948,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):1年,S0059843,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):2年,S0059844,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):3年,S0059845,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):4年,M0057982,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):5年,S0059846,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):6年,M0057983,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):7年,S0059847,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):8年,M1000401,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):9年,M1006949,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):10年,S0059848,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):15年,S0059849,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):20年,S0059850,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA+):30年,S0059851,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):0年,M1004157,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):1个月,M1006950,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):3个月,M1004556,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):6个月,S0059760,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):9个月,M1006951,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):1年,S0059761,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):2年,S0059762,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):3年,S0059763,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):4年,M0057976,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):5年,S0059764,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):6年,M0057978,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):7年,S0059765,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):8年,M1000427,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):9年,M1006952,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):10年,S0059766,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):15年,S0059767,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):20年,S0059768,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA):30年,S0059769,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):0年,M1005115,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):1个月,M1006953,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):3个月,M1005116,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):6个月,M1005117,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):9个月,M1006954,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):1年,M1005118,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):2年,M1005119,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):3年,M1005120,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):4年,M1005121,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):5年,M1005122,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):6年,M1005123,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):7年,M1005124,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):8年,M1005125,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):9年,M1006955,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):10年,M1005126,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):15年,M1005127,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):20年,M1005128,,,,,,,,,,,,,,,,,
中债企业债到期收益率(AA-):30年,M1005129,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):0年,M1004161,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):1个月,M1006956,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):3个月,M1004560,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):6个月,S0059889,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):9个月,M1006957,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):1年,S0059890,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):2年,S0059891,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):3年,S0059892,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):4年,M0057970,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):5年,S0059893,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):6年,M0057971,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):7年,S0059894,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):9年,M1006958,,,,,,,,,,,,,,,,,
中债企业债到期收益率(A+):10年,S0059895,,,,,,,,,,,,,,,,,
